name,price,type,efficiency,wattage,modular,color
Fractal Design Integra M,,ATX,bronze,450,Semi,
Nfortec Sagitta RGB,,ATX,gold,1050,Full,Black
Segotep GF,,SFX,gold,750,Full,Black / Gray
Xilence XP430R8,,ATX,bronze,430,false,Black / Red
Xilence XP530R8,,ATX,bronze,530,false,Black / Red
Fractal Design Integra R2,,ATX,bronze,750,false,
PC Power & Cooling Fatal1ty Gaming,,ATX,gold,750,Full,Black / Red
Aerocool XPredator GM,,ATX,gold,1000,Semi,Black
Cooler Master MasterWatt,,ATX,bronze,450,Semi,Black
Raidmax Cobra,,ATX,bronze,500,false,
Super Flower Golden Green HX,,ATX,gold,550,false,
Super Flower Golden Silent,,ATX,platinum,500,Semi,
Thermaltake Toughpower,,ATX,gold,1000,Semi,
Thermalright TGFX550,,SFX,gold,550,Full,White
Athena Power AP-MFATX50P8,170.43,Flex ATX,silver,500,false,Silver
Zalman ACRUX,,ATX,platinum,750,Full,Black / Silver
SHARKOON Rebel P20 1200,,ATX,,1200,Full,Black
FSP Group FSP300-60GHS-R,,SFX,plus,300,false,Silver
FSP Group FSP300-60LG-5K,108.02,Flex ATX,bronze,300,false,Silver
Cooler Master V450,,ATX,gold,450,Semi,
Corsair GS500,,ATX,plus,500,false,
SHARKOON WPC Bronze,,ATX,bronze,550,false,Black
OCZ ZT,,ATX,bronze,650,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1200,Full,
Thermaltake Smart,,ATX,plus,530,false,
Thermaltake Toughpower XT,,ATX,gold,1475,Semi,
Antec EDGE,,ATX,gold,550,Full,
Rosewill Capstone,,ATX,gold,750,false,
Cooler Master Silent Pro Hybrid,,ATX,gold,1300,Full,
Cougar SL400,,ATX,,400,false,
NZXT HALE82N 550W,,ATX,bronze,550,false,
Cougar RX600,,ATX,plus,600,false,
Cooler Master GX,,ATX,plus,650,false,
Enermax ERV920EWT,,ATX,silver,920,Full,
OCZ Fatal1ty,,ATX,plus,550,Semi,
OCZ Z Series Gold,,ATX,gold,850,Semi,
Rosewill Green,,ATX,bronze,700,false,
Silverstone OP800,,ATX,,800,false,
Thermaltake Toughpower Grand,,ATX,gold,650,Semi,
Thermaltake TR2,,ATX,bronze,450,false,
Thermaltake TR2,,ATX,,500,false,
Thermaltake TR2,,ATX,,650,Full,
Thermaltake Toughpower,,ATX,bronze,1000,Full,
be quiet! System Power U9,,ATX,bronze,400,false,Black
be quiet! System Power U9,,ATX,bronze,700,false,Black
FSP Group Hydro G,,ATX,gold,850,Full,
Antec Earthwatts Green,,ATX,bronze,450,false,
Zalman TXII,,ATX,plus,500,false,Black
Enermax ERV1000EWT-G,,ATX,gold,1000,Semi,
Super Flower Legion GX Pro,,ATX,gold,850,Semi,Black
XFX XT,,ATX,bronze,400,false,
SeaSonic PRIME Ultra Platinum 550,,ATX,platinum,550,Full,Black
Antec NeoECO V2,,ATX,bronze,550,Semi,Black
Thermaltake TR2,,ATX,gold,450,false,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,850,Full,Black
Cooler Master 400W MasterWatt Lite 230V,,ATX,plus,400,false,
Super Flower Leadex V Pro,,ATX,gold,850,Full,Black
Super Flower Leadex V Pro,,ATX,gold,1000,Full,White
Silverstone Strider Platinum,,ATX,platinum,1000,Full,
GAMDIAS ASTRAPE P1 G,,ATX,gold,750,Full,Black / Multicolor
Super Flower Leadex Titanium,,ATX,titanium,750,Full,Black
Antec EA-750 Platinum,,ATX,platinum,750,false,
Silverstone Strider,,ATX,gold,600,false,
Raidmax RX-635AP,,ATX,bronze,635,Semi,
Athena Power AP-MFATX25,,Mini ITX,plus,250,false,
Antec High Current Pro,,ATX,platinum,850,Full,
Xigmatek ACXTNRP-PC402,,ATX,bronze,400,false,
Zalman zm-400-LE,,ATX,,400,false,
Xion XON-800R14N,,ATX,,800,Full,
SeaSonic PRIME Gold,,ATX,gold,750,Full,
Silverstone Strider,,ATX,gold,650,Full,
KOLINK Continuum,,ATX,platinum,1050,Full,Black
XFX P1-650X-XXB9,,ATX,bronze,650,Semi,
FSP Group Hydro X,,ATX,gold,450,false,
Rosewill HERCULES-1600S,,ATX,gold,1600,Semi,
Corsair TX850 V2,,ATX,bronze,850,false,
SeaSonic X,,ATX,gold,660,Full,
Xilence Performance A+ III,,ATX,bronze,450,false,Black / Red
Enermax Platimax,,ATX,platinum,1350,Full,Black
Rosewill CMG1000,,ATX,gold,1000,Full,Black
FSP Group AURUM GOLD 600,,ATX,gold,600,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,650,false,
SeaSonic FOCUS,,ATX,gold,500,Semi,Black
EVGA SuperNOVA 850 PQ,,ATX,platinum,850,Semi,Black
Phanteks PH-P750GS,,ATX,gold,750,false,Black
Enermax REVOLUTION DUO,,ATX,gold,500,false,
Cougar GX-F,,ATX,gold,650,Full,Black / Orange
G.Skill PS850G,,ATX,gold,850,Full,Black
SeaSonic Platinum,,ATX,platinum,520,Full,
Silverstone Strider,,ATX,plus,400,false,
SeaSonic S12G,,ATX,gold,550,false,
Rosewill PHOTON-1200,,ATX,gold,1200,Full,
Cooler Master New GX,,ATX,bronze,450,false,
Rosewill PMG550,,ATX,gold,550,Full,Black
Xion EN-600F12,,ATX,,600,false,
OCZ ZS,,ATX,bronze,750,false,
Fractal Design Integra R2,,ATX,bronze,500,false,
Xilence XP650R9,,ATX,gold,650,false,Black / Red
be quiet! Straight Power 10,,ATX,gold,600,false,
be quiet! Straight Power 10 CM,,ATX,gold,500,Semi,
Sentey ERP-600-SS,,ATX,,600,false,
PC Power & Cooling Silencer MK III,,ATX,gold,850,Semi,
Cooler Master eXtreme Power Plus,,ATX,,500,false,
Xilence XP850MR9,,ATX,gold,850,Semi,Black / Red
Antec True Power,,ATX,gold,550,false,
Super Flower Golden Silent,,ATX,gold,430,Semi,
Super Flower SF-1200F14MP Black,,ATX,platinum,1200,Full,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Thermalright TGFX550,,SFX,gold,550,Full,Black
SeaSonic SS-600ES,101.53,ATX,bronze,600,false,Gray
Enermax Platimax D.F.,,ATX,platinum,1050,Full,Black
FSP Group FSP300-60SGV,,TFX,gold,300,false,Silver
ASRock Phantom Gaming PG-750G,,ATX,gold,750,Full,Black
iStarUSA TC-1200PD8G,307.99,ATX,,1200,Full,Gray
Rosewill VALENS-700M,,ATX,gold,700,Semi,
Thermaltake Toughpower,,ATX,silver,1500,Semi,
Thermaltake Litepower,,ATX,,600,false,
Rosewill SMG1200,,ATX,gold,1200,Full,Black
Fractal Design Edison M,,ATX,gold,650,Semi,
Fractal Design Edison M,,ATX,gold,750,Semi,
Cougar POWERX,,ATX,bronze,700,false,
FirePower ZX,,ATX,gold,850,Full,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Zalman ZM1000-HP,,ATX,plus,1000,Full,
SeaSonic PRIME Ultra Gold 550,,ATX,gold,550,Full,Black
Cougar VTE X2,,ATX,plus,700,false,Black
Rosewill Capstone,,ATX,gold,550,false,
Enermax TRIATHLOR,,ATX,bronze,550,Semi,
Enermax TRIATHLOR,,ATX,bronze,650,Semi,
SeaSonic M12II,,ATX,bronze,850,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,850,Full,
Thermaltake EVO_Blue,114.99,ATX,gold,650,Semi,
Raidmax RX-600AF,,ATX,bronze,600,false,
FSP Group Dagger 500,,SFX,gold,500,Full,Black
Cooler Master Elite,,ATX,,400,false,
NZXT HALE82,,ATX,bronze,750,Semi,
Antec Earthwatts,,ATX,plus,750,false,
Antec True Power,,ATX,bronze,1000,Full,
Apevia ATX-AS500W-BK,,ATX,,500,false,
Apevia ATX-AS520W-BK,,ATX,,520,false,
Lian Li EG850 Mesh,,ATX,gold,850,Full,Black
CoolMax CUQ-1350B,,ATX,plus,1350,false,
Enermax ELT720AWT-ECO_II,,ATX,plus,720,Full,
Enermax EPG500AWT,,ATX,gold,500,false,
Rosewill Lightning,,ATX,gold,800,Semi,
Silverstone Strider,,ATX,bronze,750,false,
Silverstone Strider,,ATX,gold,1000,Semi,
Thermaltake Toughpower XT,,ATX,bronze,775,Full,
Thermaltake TR2,,ATX,bronze,600,false,
Zalman ZM500-HP,,ATX,,500,Semi,
Zalman ZM770-XT,,ATX,bronze,770,Full,
Rosewill CFZ,,ATX,bronze,750,Semi,Black
Enermax NAXN ADV.,,ATX,bronze,550,false,
Rosewill Quark 550,,ATX,platinum,550,Full,
Rosewill Quark 850,,ATX,platinum,850,Full,
Rosewill Quark 750,,ATX,platinum,750,Full,
Antec Earthwatts,,ATX,platinum,450,false,
Antec EarthWatts Platinum,,ATX,platinum,550,false,
SeaSonic SSP-450RT,,ATX,gold,450,false,
SeaSonic SSP-650RT,,ATX,gold,650,false,
Sparkle GW-EPS1250DA,,ATX,gold,1250,Full,
Antec High Current Gamer,,ATX,bronze,400,Semi,
Thortech Thunderbolt,,ATX,gold,1200,Full,
Kingwin AP-550,,ATX,platinum,550,false,
GameMax GM,,ATX,gold,1350,false,Black
Super Flower Legion GX Pro,,ATX,gold,550,Semi,Black
SeaSonic X,,ATX,platinum,460,Full,
be quiet! Pure Power L7,,ATX,plus,300,false,
FSP Group AU-1000PRO,,ATX,gold,1000,false,
Topower TOP-600WB,,ATX,bronze,600,false,
Topower TOP-800WB,,ATX,bronze,800,false,
Sparkle GW-EPS1000DA,,ATX,gold,1000,Semi,
CoolMax ZU-800B,,ATX,bronze,800,Semi,
Cooler Master i600,,ATX,bronze,600,false,
In Win Classic,,ATX,platinum,750,Full,
Cooler Master MasterWatt TUF Gaming Alliance,,ATX,bronze,550,Semi,Black / Gray
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,,ATX,bronze,650,Semi,Black / Gray
FSP Group Twins,,ATX,gold,500,false,
Antec High Current Gamer,,ATX,bronze,850,Full,Black
Thermaltake TR2,,ATX,gold,600,false,
Thermaltake TR2,,ATX,gold,500,false,
Enermax MarbleBron,,ATX,bronze,850,Semi,White
BitFenix Whisper M,,ATX,gold,450,Full,
Ultra ULT-LSP550,,ATX,,550,false,
Rosewill TOKAMAK 1200,,ATX,titanium,1200,Full,
Thermaltake Smart,,ATX,bronze,1200,Semi,
Enermax REVOLUTION X't II,,ATX,gold,650,Semi,
FSP Group Dagger 600,,SFX,gold,600,Full,Black
Thermalright TB450S,,ATX,bronze,450,false,Black
Cooler Master Silent Pro M2,,ATX,silver,1500,Semi,
Xigmatek NRP-MC1002,,ATX,bronze,1000,Full,
Zalman TX,,ATX,,500,false,
NZXT HALE 90,,ATX,gold,850,Full,
Sentey MBP HM,,ATX,bronze,850,Semi,Black
KOLINK Continuum,,ATX,platinum,850,Full,Black
KOLINK KL-400,,ATX,bronze,400,false,Black
KOLINK KL-500,,ATX,bronze,500,false,Black
Kingwin Lazer,,ATX,bronze,1000,Semi,
Cooler Master V Gold,,ATX,gold,750,Full,Black
FSP Group Raider 750,,ATX,bronze,750,false,
Antec VP,,ATX,plus,630,false,
NZXT HALE82N 750W,,ATX,bronze,750,false,
OCZ ZX,,ATX,gold,850,Semi,
Antec NeoECO Classic,,ATX,bronze,550,false,Black
SHARKOON WPM Bronze,,ATX,bronze,400,Semi,
Enermax ENP350AST,,ATX,,350,false,
Antec High Current Gamer,,ATX,bronze,520,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,500,false,
Thermaltake Toughpower Grand,,ATX,gold,1200,false,
Rosewill PMG1200,,ATX,gold,1200,Full,Black
Rosewill Stallion,,ATX,,700,false,
Raidmax RX-500AF,,ATX,bronze,500,false,
XFX TS,,ATX,gold,750,false,
Cooler Master Silent Pro Platinum,,ATX,platinum,1000,Semi,
Tacens AP II,,ATX,,500,false,Black / Green
EVGA SuperNOVA 1000 PQ,,ATX,platinum,1000,Semi,Black
Phanteks PH-P650GS,,ATX,gold,650,false,Black
Cougar GX-F,,ATX,gold,550,Full,Black / Orange
Rosewill Tachyon,,ATX,platinum,650,Semi,
LEPA MaxBron,,ATX,bronze,1000,Semi,
Cougar CMD 600,,ATX,bronze,600,Semi,Black / Blue
Kuroutoshikou KRPW-L5-500W/80+,,ATX,plus,500,false,
SeaSonic S12G,,ATX,gold,650,false,
Antec Earthwatts Green,,ATX,bronze,750,false,
LC-Power LC1000 V2.4,,ATX,platinum,1000,Full,Black
OCZ ZS,,ATX,bronze,550,false,
Thermaltake Toughpower,,ATX,gold,1500,Semi,
Thermaltake Toughpower Grand,,ATX,gold,1200,Full,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
Fractal Design Tesla R2,,ATX,gold,500,false,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,800,Semi,Black / Orange
Deepcool GamerStorm DQ-M,,ATX,gold,650,Full,Black / Silver
Deepcool GamerStorm DQ-M,,ATX,gold,850,Full,Black / Silver
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,850,Full,Black
Sentey SDP750-SS,,ATX,plus,750,false,
Sentey ERP-500-SM,,ATX,,500,Full,
MSI MAG A850GN PCIE5,,ATX,gold,850,false,Black
Antec NeoECO Platinum,,ATX,platinum,650,Full,Black
Azza PSAZ-700A14,,ATX,bronze,700,false,
Cougar COUGAR-GX700,,ATX,gold,700,Full,
Cougar COUGAR-A560,,ATX,bronze,560,false,
SeaSonic Snow Silent,,ATX,platinum,750,Full,
Azza PSAZ-500B12,,ATX,,500,false,
FSP Group AU-750M,,ATX,gold,750,Semi,
FSP Group SFX Pro,,SFX,bronze,350,false,Black
Super Flower Golden Green HX,,ATX,gold,750,false,
Super Flower Leadex Gold,,ATX,gold,1300,Full,
Super Flower SF-1000F14MP White,,ATX,platinum,1000,Full,
In Win Compact,,SFX,gold,700,Full,Black
Solid Gear SDGR-650E,,ATX,,650,false,
Thermaltake Toughpower DPS G,,ATX,gold,550,Full,
RAIJINTEK CRATOS,,ATX,gold,1200,Full,White
SHARKOON Rebel P30 Gold,,ATX,gold,850,Full,Black
CoolMax ZU-1000B,,ATX,bronze,1000,Semi,
SeaSonic SSP-300TBS,82.83,TFX,bronze,300,false,Silver
FSP Group Hydro PTM PRO,,ATX,platinum,650,Full,Black
FSP Group Hydro PTM X PRO,,ATX,platinum,850,Full,Black
Super Flower LEADEX Special Edition,,ATX,platinum,1000,Full,Black
Rosewill VALENS-700,,ATX,gold,700,false,
Raidmax Vampire,,ATX,gold,1000,Semi,
SeaSonic S12G,,ATX,gold,750,false,
Antec High Current Pro,,ATX,platinum,750,Full,
GALAX PGO85GPTNAFB0,,ATX,gold,850,Full,Black
be quiet! TFX Power 2,,TFX,gold,300,false,Black
be quiet! Pure Power 10 CM,,ATX,silver,700,Semi,
SeaSonic SS-750HT Silver,,ATX,silver,750,false,
Rocketfish RF-900WPS,,ATX,,900,Full,
HEC HEC200SAFX,,Mini ITX,,200,false,
Thortech Thunderbolt PLUS,,ATX,gold,1200,Full,
Thortech Thunderbolt PLUS,,ATX,gold,1000,Full,
Rosewill RD-Z,,ATX,plus,450,false,Black
Zalman ZM460B-APS,,ATX,,460,false,
Chieftec Polaris 3.0,,ATX,gold,1250,Full,Black
In Win Commander III,,ATX,gold,800,Semi,
Rosewill Capstone,,ATX,gold,650,false,
Zalman ZM600-HP,,ATX,,600,Full,
Cooler Master Silent Pro Hybrid,,ATX,gold,1050,Full,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
E-Power EP-600NE-XV,,ATX,,600,false,
LEPA G,,ATX,gold,1600,Full,
Antec True Power,,ATX,silver,1200,Semi,
Apevia ATX-AS600W-BL,,ATX,,600,false,
HEC HEC200SA2FX,,Mini ITX,,200,false,
HEC ZEPHY580MX,,ATX,,580,false,
Cooler Master eXtreme Power,,ATX,,600,false,
Enermax EGX1250EWT,,ATX,bronze,1250,Semi,
Enermax EPG600AWT,,ATX,gold,600,false,
EVGA Classified SR-2,,ATX,silver,1200,Full,
Raidmax RX-380K,,ATX,,380,false,
Rosewill SL-300TFX,,TFX,,300,false,Silver
Silverstone Strider,,ATX,silver,1000,Full,
Thermaltake TR2,,ATX,,430,false,
XFX Black Edition,,ATX,silver,850,Full,
XFX Black Edition,,ATX,silver,750,Full,
Deepcool PM500D,,ATX,gold,500,false,Black
Enermax Platimax,,ATX,platinum,1000,Semi,Black
Enermax NAXN ADV.,,ATX,bronze,650,Semi,
Rosewill Quark 1000,,ATX,platinum,1000,Full,
SeaSonic SSP-550RT,,ATX,gold,550,false,
Apevia Raptor,,ATX,,450,false,Black / Red
Enermax EPM600AWT,,ATX,platinum,600,Semi,
SeaSonic M12II 850 EVO,,ATX,bronze,850,Full,Black
Thermaltake Toughpower,,ATX,plus,1000,false,
Cougar RSB400,,ATX,plus,400,false,
OCZ Fatal1ty,,ATX,gold,1000,Semi,
FSP Group AU-1200PRO,,ATX,gold,1200,false,
CoolMax ZU-900B,,ATX,bronze,900,Semi,
Thermaltake Toughpower XT,,ATX,bronze,875,Full,
Segotep CP-PSU-ST-P750F,,ATX,gold,750,Full,Black
Raidmax Scorpio,,ATX,bronze,635,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,850,Full,Black
Super Flower SF-750F14TG,,ATX,gold,750,Full,Black
Silverstone Strider,,ATX,gold,1000,Full,
In Win IP-S350CQ2-0T,,ATX,,350,false,
FSP Group Berzerker,,ATX,bronze,500,false,
Antec NE450M,,ATX,bronze,450,Semi,
Thermalright AG-650,,ATX,gold,650,Full,Black
FSP Group HEXA 85+ PRO,,ATX,bronze,850,false,Black
Athena Power AP-MFATX22,,Mini ITX,,220,false,Silver
Diablotek PSDA600,,ATX,,600,false,
Xigmatek NRP-MC802,,ATX,bronze,800,Full,
Silverstone Strider,,ATX,bronze,700,false,
StarTech ATX2POWER450,,ATX,,450,false,
Antec EarthWatts Platinum,,ATX,platinum,650,false,
Thermaltake Madrid,,ATX,gold,850,Semi,Black
Thermaltake Cologne,,ATX,bronze,730,false,Black
Zalman TX,,ATX,,600,false,
NZXT HALE 90,,ATX,gold,750,Full,
Apevia ATX-AS680W-BK,,ATX,,680,false,
Azza PSAZ-1000PT14,,ATX,platinum,1000,Semi,
RIOTORO BUILDER,,ATX,gold,1200,Full,Black / Red
SeaSonic SS-1250XM2,,ATX,gold,1250,Full,
KOLINK Continuum,,ATX,platinum,1200,Full,Black
KOLINK Continuum,,ATX,platinum,1500,Full,Black
FSP Group Hydro X,,ATX,gold,650,false,
Kingwin MK,,ATX,,650,false,
be quiet! Pure Power 9,,ATX,silver,400,false,
Sparkle Magna GOLD PRO,,ATX,gold,850,Semi,
FSP Group SAGA+ 450R,,ATX,,450,false,
CoolMax ZPG-500B,,ATX,gold,500,false,
Thermaltake Toughpower Grand,,ATX,gold,1050,false,
Enermax ENP450AST,,ATX,,450,false,
Rosewill PMG750,114.99,ATX,gold,750,Full,Black
Rosewill PMG1050,,ATX,gold,1050,Full,Black
Thermaltake Toughpower,,ATX,gold,750,false,
Raidmax Cobra,,ATX,gold,500,false,
be quiet! Power Zone,,ATX,bronze,650,Full,
Xilence XP1050MR9,,ATX,gold,1050,Full,Black / Red
Rosewill SilentNight-500,,ATX,platinum,500,Semi,
Cooler Master V850 Platinum,,ATX,platinum,850,Full,Black
Rosewill PHOTON 1350,,ATX,gold,1350,Full,Black
Enermax REVOLUTION DUO,,ATX,gold,600,false,
Zalman TeraMax II,,ATX,gold,850,Full,White
Zalman TeraMax II,,ATX,gold,1200,Full,White
Cooler Master Hyper White,,ATX,plus,400,false,Black
Rosewill Tachyon,,ATX,platinum,750,Semi,
Rosewill Capstone G750,,ATX,gold,750,Semi,
G.Skill PS1250P,,ATX,platinum,1250,Full,Black
SeaSonic Platinum,,ATX,platinum,760,Full,
FSP Group AURUM 92+,,ATX,platinum,550,Semi,
LEPA MaxBron,,ATX,bronze,700,Semi,
LEPA MX-F1,,ATX,,350,false,
Thermaltake Toughpower,,ATX,silver,1200,Semi,
Cougar CMX850V3,,ATX,bronze,850,Semi,
FSP Group VITAL 400,,ATX,plus,400,false,
Cooler Master VSM,,ATX,gold,750,Semi,
Cooler Master VSM,,ATX,gold,650,Semi,
LC-Power LC1200 V2.4,,ATX,platinum,1200,Full,Black
Rosewill HERCULES-1600,,ATX,silver,1600,Semi,
Logisys PS480D-BK,,ATX,,480,false,
Rosewill ARC M550,,ATX,bronze,550,Semi,
Rosewill ARC M650,,ATX,bronze,650,Semi,
Enermax MaxTytan,,ATX,titanium,1050,Full,
Raidmax Cobra,,ATX,gold,1200,Semi,Black / Gold
Thermaltake TR2,,ATX,bronze,450,false,
Mistel MX650 FANLESS,,ATX,platinum,650,Full,Black
Xilence XP750MR9,,ATX,gold,750,Semi,Black / Red
Fractal Design Tesla R2,,ATX,gold,650,false,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,900,Semi,Black / Orange
Raidmax Cobra,,ATX,gold,650,Full,Black
Enermax REVOLUTION DUO,,ATX,gold,700,false,Black
Cooler Master Silent Pro M2,,ATX,silver,1000,Semi,
MSI MAG A750GN PCIE5,,ATX,gold,750,false,Black
Thortech Thunderbolt,,ATX,gold,850,Full,
Antec High Current Gamer Extreme,,ATX,gold,850,Full,
Cougar COUGAR-SX850,,ATX,silver,850,Full,
Rosewill RD600-M,,ATX,,600,Semi,
Ultra X4 Special Edition,,ATX,bronze,1000,Full,
Silverstone NJ600,,ATX,titanium,600,Full,Silver
Super Flower Leadex Gold,,ATX,gold,1000,Full,
LC-Power LC6460GP3 V2.3 230V,,ATX,silver,460,false,Black
SeaSonic Platinum,,ATX,platinum,1050,Full,
Silverstone DA700,,ATX,,700,Full,
SeaSonic SS-300ET Bronze,,ATX,bronze,300,false,
RAIJINTEK AMPERE,,ATX,platinum,1000,Full,White
CoolMax CUG-950B,,ATX,,950,Full,
Sparkle ATX-400PN-B204,,ATX,,400,false,
Cooler Master V550S,,ATX,gold,550,Semi,
Cooler Master Silent Pro Gold,,ATX,gold,550,false,
Deepcool PM700D,,ATX,gold,700,false,Black
Enermax EPM850EWT,,ATX,platinum,850,Semi,
Silverstone Strider,,ATX,gold,850,Full,
Rosewill CAPSTONE-1000-M,,ATX,gold,1000,Semi,
Ultra X4,,ATX,silver,1050,Full,
Enermax REVOLUTION87+,,ATX,gold,550,Semi,
Fractal Design Edison M,,ATX,gold,550,Semi,
SeaSonic PRIME Ultra Platinum 650,,ATX,platinum,650,Full,Black
Thermaltake EVO_Blue,,ATX,,650,Full,
Thermaltake EVO_Blue,,ATX,,750,Full,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Antec EDGE,,ATX,gold,650,Full,
PC Power & Cooling Silencer MK III,,ATX,bronze,400,Semi,
XFX ProSeries,,ATX,platinum,1000,Full,
Raidmax RX-1200AE,,ATX,bronze,1200,Semi,
FSP Group PT1000FM,,ATX,platinum,1000,Full,
NZXT HALE82,,ATX,bronze,650,Semi,
LEPA B850-MA,,ATX,bronze,850,Semi,
LEPA G1000-MA,,ATX,gold,1000,Semi,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,850,Full,White
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1000,Full,White
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1200,Full,White
Silverstone Strider,,ATX,plus,400,false,
Zalman ACRUX,,ATX,platinum,1000,Full,Black / Silver
Sparkle SPI460PFB2-MC2,,ATX,plus,460,false,
NZXT HALE82N 650W,,ATX,bronze,650,false,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Enermax RevoBron TGA,,ATX,bronze,500,Semi,Black
Enermax RevoBron TGA,,ATX,bronze,700,Semi,Black
Antec Basiq,,ATX,plus,430,false,
Antec Earthwatts Green,,ATX,plus,430,false,
Antec Signature,,ATX,bronze,850,Full,
Apevia ATX-AQ700W-BK,,ATX,,700,false,
Apevia ATX-AS680W-BL,,ATX,,680,false,
Apevia ATX-CB600W,,ATX,,600,false,
Apevia ATX-IB680W-GN,,ATX,,680,false,
In Win GreenMe 550,,ATX,bronze,550,false,
Cooler Master eXtreme Power Plus,,ATX,,460,false,
CoolMax CA-300,,ATX,,300,false,
VisionTek 900349,,ATX,bronze,800,false,
Azza Titan,,ATX,bronze,1000,false,
Enermax EMG700AWT,,ATX,gold,700,Full,
OCZ EliteXStream,,ATX,plus,800,false,
OCZ Z Series Gold,,ATX,gold,1000,Semi,
Rosewill Stallion,,ATX,,400,false,
Rosewill RP600V2-S-SL,,ATX,,600,false,
Rosewill RV350,,ATX,,350,false,
Silverstone OP1000-P,,ATX,plus,1000,false,
Silverstone Strider,,ATX,silver,850,Full,
Thermaltake Toughpower XT,,ATX,bronze,675,Semi,
XFX P1-650X-CAH9,,ATX,bronze,650,Full,
Silverstone Strider,,ATX,gold,750,Full,
Rosewill CFZ,,ATX,bronze,500,Semi,Black
Rosewill Quark 650,,ATX,platinum,650,Full,
SHARKOON Rebel P30 Gold,,ATX,gold,1000,Full,Black
Xion AXP-1000K14XE,,ATX,bronze,1000,Semi,
Enermax RevoBron,,ATX,bronze,700,Semi,Black
Enermax EPM750AWT,,ATX,platinum,750,Semi,
CoolMax ZU-600B,,ATX,bronze,600,Semi,
Rosewill SMG650,,ATX,gold,650,Full,Black
be quiet! Dark Power Pro 10,,ATX,gold,1200,Semi,
Cooler Master Elite,,ATX,,400,false,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,850,Full,
Antec VP PLUS,,ATX,plus,550,false,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
Enermax MarbleBron,,ATX,bronze,650,Semi,Black
Antec NeoECO Platinum,,ATX,platinum,750,Full,Black
Raidmax Scorpio,,ATX,bronze,535,Semi,Black / Blue
CoolMax CL-500B,,ATX,,500,false,
Enermax TRIATHLOR ECO,,ATX,bronze,1000,Semi,
CoolMax ZU-500B,,ATX,bronze,500,Semi,
Enermax ETL450AWT-M,,ATX,bronze,450,Semi,
Enermax ETL650AWT-M,,ATX,bronze,650,Semi,
CoolMax ZP-850B,,ATX,bronze,850,Semi,
Enermax TRIATHLOR ECO,,ATX,bronze,800,Semi,
FSP Group HEXA 85+,,ATX,bronze,450,false,Black
Cougar DX600,,ATX,plus,600,false,
Raidmax RX-835AP,,ATX,bronze,835,Semi,
Athena Power AP-MPS3ATX30H,,ATX,,300,false,
Deepcool PN650M WH,,ATX,gold,650,Full,White
Deepcool PN650D WH,,ATX,gold,650,false,White
Deepcool PN750D WH,,ATX,gold,750,false,White
Zalman zm-750-XG,,ATX,gold,750,Semi,
Xion XON-1100P14HE,,ATX,,1100,false,
XClio DIAMONDPOWER 1080W,,ATX,,1080,false,
Thermaltake Rome,,ATX,gold,750,Semi,Black
EVGA 450 GD,,ATX,gold,450,false,Black
NZXT HALE 90,,ATX,gold,650,Full,
Aerocool GT-1050SG,,ATX,gold,1050,Semi,
SeaSonic PRIME Platinum,,ATX,platinum,650,Full,
Sentey MBP HM,,ATX,bronze,650,Semi,Black
Sentey MBP HM,,ATX,bronze,1000,Semi,Black
KOLINK Continuum V2,,ATX,platinum,1050,Full,Black
KOLINK KL-700M,,ATX,bronze,700,Semi,Black
PC Power & Cooling PPCT860,,ATX,plus,860,false,
Kingwin Lazer,,ATX,bronze,850,Semi,
PC Power & Cooling Silencer Mk II,,ATX,silver,750,false,
Rosewill CFZ,,ATX,bronze,600,Semi,Black
Cooler Master V Semi-Modular,,ATX,gold,550,Semi,
FSP Group Raider 450,,ATX,bronze,450,false,
XFX P1-850S-CAB9,,ATX,bronze,850,false,
SeaSonic SS-350TGM Retail,,TFX,gold,350,Full,Silver
NZXT HALE82N 650W,,ATX,bronze,650,false,
Rosewill Lightning,,ATX,gold,1000,Semi,
Fractal Design Tesla R2,,ATX,gold,800,false,
Lian Li PE,,SFX,gold,550,Full,
